321591110,590,5009,32482,4510,4900,2468,2156,1239,,808,11434,18057,,,,,2962,5782,3711,486,45211,7209,,,1454
321591210,728,5607,41793,5362,4954,3917,2214,1445,,982,8818,34237,,,,,2853,30860,4866,941,,9310,,,1595
319037610,,,,,,,,,,,,,,,,,,,,,,,,,86743
319061210,,,,,,,,,,,,,,,,,,,,,,,,,95984
319062410,,,,,,,,,,,,,,,,,,,,,,,,,92294
319224510,,,,,,,,,,,,,,,,,,,38566,15090,,,,,28695
319229310,,,,,,,,,,,,,,,,,,,,,,,,,99027
319291110,,,,,,,,,,,,,,,,,,,45817,31651,,,,,41520
319292010,,,,,,,,,,,,,,,,,,,45243,32739,,,,,64621
319324510,,,,,,,,,,,,,,,,,,,76229,27267,,,,,50901
319324610,,,,,,,,,,,,,,,,,,,31724,28561,,,,,52074
319337210,,,,,,,,,,,,,,,,,,,,,,,,,81595
319350710,,,,,,,,,,,,,,,,,,,,,,,,,61104
319361210,,,,,,,,,,,,,,,,,,,,,,,,,88713
319392110,,,,,,,,,,,,,,,,,,,,39622,,,,,96573
319419110,,,,,,,,,,,,,,,,,,,,25325,,,,,76063
319424510,,,,,,,,,,,,,,,,,,,24424,5996,,,,,24247
319424610,,,,,,,,,,,,,,,,,,,47714,8956,,,,,32267
319437210,,,,,,,,,,,,,,,,,,,,28527,,,,,81511
319461210,,,,,,,,,,,,,,,,,,,,54389,,,,,89202
319491210,,,,,,,,,,,,,,,,,,,,11638,,,,,53998
319499510,,,,,,,,,,,,,,,,,,,,16286,,,,,48635
319624510,,,,,,,,,54391,,,,,,,,,,,16218,,,,,
319629310,,,,,,,,,87069,,,,,,,,,,,,,,,,
319637210,,,,,,,,,80723,,,,,,,,,,,,,,,,
319691110,,,,,,,,,99982,,,,,,,,,,,21528,,,,,
319691210,,,,,,,,,94503,,,,,,,,,,,27035,,,,,
319692010,,,,,,,,,86863,,,,,,,,,,,29335,,,,,
319724510,,,,,,,,,70765,,,,,,,,,,,4597,,,,,
319724610,,,,,,,,,94607,,,,,,,,,,,6167,,,,,
318490010,,,,,,,,,83791,,,,,,,,,,,10930,,,,,
318499510,,,,,,,,,84320,,,,,,,,,,,7513,,,,,
318524510,,,,,,,,,64118,,,,,,,,,,,3049,,,,,
318524610,,,,,,,,,98991,,,,,,,,,,,4039,,,,,
318537210,,,,,,,,,,,,,,,,,,,,8965,,,,,
318537610,,,,,,,,,,,,,,,,,,,,14977,,,,,
318546610,,,,,,,,,,,,,,,,,,,,29654,,,,,
318599510,,,,,,,,,95066,,,,,,,,,,,5833,,,,,
318719110,,,,,,,,,,,,,,,,,,,,46075,,,,,83727
318724510,,,,,,,,,,,,,,,,,,,39112,12391,,79983,,,24010
318724610,,,,,,,,,,,,,,,,,,,60072,15398,,89400,,,29821
318737610,,,,,,,,,,,,,,,,,,,,,,,,,78270
318750710,,,,,,,,,,,,,,,,,,,,,,,,,79702
318761210,,,,,,,,,,,,,,,,,,,,,,,,,55546
318791810,,,,,,,,,,,,,,,,,,,,,,,,,42218
318799510,,,,,,,,,,,,,,,,,,,,25446,,,,,39836
318824510,,,,,,,,,,,,,,,,,,,63623,14450,,,,,31915
318824610,,,,,,,,,,,,,,,,,,,83917,21024,,,,,38883
318826310,,,,,,,,,,,,,,,,,,,,28491,,,,,45984
318924510,,,,,,,,,,,,,,,,,,,14773,8632,,,,,13573
318924610,,,,,,,,,,,,,,,,,,,25568,11739,,,,,18268
318937210,,,,,,,,,,,,,,,,,,,83398,26346,,,,,55039
318946610,,,,,,,,,,,,,,,,,,,,67137,,,,,92035
318950710,,,,,,,,,,,,,,,,,,,68279,12884,,,,,45592
318961210,,,,,,,,,,,,,,,,,,,,39770,,,,,81640
319019110,,,,,,,,,,,,,,,,,,,99304,51493,,,,,61142
